"catch_year","new_age","pred_weight"
1975,0,0.0187120008854952
1975,1,0.0938556584806355
1975,2,0.235874817369168
1975,3,0.330627628414717
1975,4,0.487001091236781
1975,5,0.398856435302092
1975,6,0.426269835202411
1975,7,0.455916804151618
1975,8,0.668186232331739
1975,9,0.638206247443409
1975,10,0.587483279393038
1975,11,0.875806241275384
1975,12,0.642963220342824
1975,13,0.848983016473158
1975,14,0.825769719377633
1975,15,1.05963818426393
1976,0,0.0166482460620206
1976,1,0.0868539275812533
1976,2,0.244187567240701
1976,3,0.335475139068864
1976,4,0.368077394592456
1976,5,0.511067643451976
1976,6,0.392941218405577
1976,7,0.415978837333192
1976,8,0.460925243767683
1976,9,0.660996560910489
1976,10,0.609275646955848
1976,11,0.572934382591427
1976,12,0.854839791336403
1976,13,0.599161012113834
1976,14,0.805365165676587
1976,15,0.844295373676585
1977,0,0.018448146409136
1977,1,0.085747148243167
1977,2,0.250746289807418
1977,3,0.385375657850737
1977,4,0.4144215321909
1977,5,0.428617169483496
1977,6,0.55869056359146
1977,7,0.425496693279364
1977,8,0.466657335844066
1977,9,0.505957615608006
1977,10,0.70021907022127
1977,11,0.659333528239027
1977,12,0.620531090330751
1977,13,0.883942694921343
1977,14,0.630694945823307
1977,15,0.913713967017409
1978,0,0.0189094550816392
1978,1,0.0888564320699535
1978,2,0.231499295422665
1978,3,0.370066848318107
1978,4,0.445195929048454
1978,5,0.451292030997286
1978,6,0.438174852356062
1978,7,0.565750404123792
1978,8,0.446383347588943
1978,9,0.479034370955208
1978,10,0.501226248897809
1978,11,0.708614787007213
1978,12,0.667803599928897
1978,13,0.600050583004983
1978,14,0.87013141967468
1978,15,0.669147266135195
1979,0,0.0153015788374882
1979,1,0.0817502551621868
1979,2,0.215324192845439
1979,3,0.306668598447247
1979,4,0.383725849114797
1979,5,0.435151521224859
1979,6,0.414104088887305
1979,7,0.398267579625739
1979,8,0.532734272587372
1979,9,0.4112922554034
1979,10,0.425951658712452
1979,11,0.455285744121873
1979,12,0.644210463751753
1979,13,0.579624909611857
1979,14,0.530179060121028
1979,15,0.828631000877565
1980,0,0.0225150226133975
1980,1,0.10569551030492
1980,2,0.316521537616182
1980,3,0.455745779371508
1980,4,0.508066283860516
1980,5,0.599267285873955
1980,6,0.637973372674791
1980,7,0.601377557972717
1980,8,0.599198768180755
1980,9,0.784265980905605
1980,10,0.584324858979812
1980,11,0.618188258003248
1980,12,0.66132023064222
1980,13,0.893380055342807
1980,14,0.81826117032472
1980,15,0.806694488560559
1981,0,0.0217423031252419
1981,1,0.102807792327145
1981,2,0.270522903458005
1981,3,0.442859988459352
1981,4,0.499122413317777
1981,5,0.524509356530183
1981,6,0.580785769872299
1981,7,0.612454177602268
1981,8,0.598103748735108
1981,9,0.583118743941152
1981,10,0.736547158211963
1981,11,0.560593620212256
1981,12,0.593583552260202
1981,13,0.606252631391202
1981,14,0.833709027856242
1981,15,0.82302269614521
1982,0,0.0180503536475393
1982,1,0.0979244711818222
1982,2,0.259540762501233
1982,3,0.37333547592543
1982,4,0.478390893933333
1982,5,0.50824367170286
1982,6,0.501395785892829
1982,7,0.549944747347728
1982,8,0.600806954982039
1982,9,0.57410939926041
1982,10,0.540164732758583
1982,11,0.696989746444456
1982,12,0.530934932753613
1982,13,0.536729825725575
1982,14,0.558038202499556
1982,15,0.827115988829503
1983,0,0.0167847675074401
1983,1,0.087075641808758
1983,2,0.264786633625449
1983,3,0.383641938746202
1983,4,0.431957481874763
1983,5,0.521762775967648
1983,6,0.520384916455977
1983,7,0.508521186111857
1983,8,0.577837454707915
1983,9,0.617701085520405
1983,10,0.569625157399589
1983,11,0.547491444671208
1983,12,0.707041359279452
1983,13,0.514209921489293
1983,14,0.529165235077532
1983,15,0.592981471425229
1984,0,0.0211014093172442
1984,1,0.0954686584399665
1984,2,0.277610589387355
1984,3,0.461478082819941
1984,4,0.523362182742207
1984,5,0.555476523958128
1984,6,0.629883646179121
1984,7,0.622282506497136
1984,8,0.629984990517525
1984,9,0.700460456124822
1984,10,0.722615694271161
1984,11,0.68072984801196
1984,12,0.654832593476168
1984,13,0.807380937060309
1984,14,0.597737561461005
1984,15,0.662983953706917
1985,0,0.0204164400838876
1985,1,0.11027614345776
1985,2,0.279656412318149
1985,3,0.44454493640949
1985,4,0.578431531019906
1985,5,0.618374631487008
1985,6,0.616137394890005
1985,7,0.692066525481747
1985,8,0.70832629065043
1985,9,0.701669750754295
1985,10,0.752899945724817
1985,11,0.793446483553375
1985,12,0.748087438480072
1985,13,0.687050370061519
1985,14,0.862329423360485
1985,15,0.688092586117731
1986,0,0.0197509805537325
1986,1,0.102220101022317
1986,2,0.309479375089909
1986,3,0.429032903933199
1986,4,0.533829692600639
1986,5,0.654768027932594
1986,6,0.657127591715073
1986,7,0.648561639763623
1986,8,0.754709457206716
1986,9,0.755826462316608
1986,10,0.722557772435534
1986,11,0.79201552634214
1986,12,0.835374834306643
1986,13,0.751963623467567
1986,14,0.703022898750964
1986,15,0.951033281428157
1987,0,0.0225611075997248
1987,1,0.108124467899562
1987,2,0.313664581696418
1987,3,0.519130523335519
1987,4,0.563321976054487
1987,5,0.660719716682904
1987,6,0.760789548358355
1987,7,0.756314501269923
1987,8,0.773325340217125
1987,9,0.88053689528271
1987,10,0.85102231921119
1987,11,0.831089970109755
1987,12,0.911751482548631
1987,13,0.918131509159369
1987,14,0.841311372578083
1987,15,0.847756280867577
1988,0,0.020886679940719
1988,1,0.101191147871846
1988,2,0.271831601065574
1988,3,0.431079250695041
