"catch_year","new_age","pred_weight"
1975,0,0.0241342146857699
1975,1,0.119844003308246
1975,2,0.328251500627383
1975,3,0.493350526880991
1975,4,0.594912088887154
1975,5,0.680700310002462
1975,6,0.719398283481516
1975,7,0.75364000989852
1975,8,0.83972775987369
1975,9,0.926003479982254
1975,10,0.968190075079974
1975,11,1.02740838410219
1975,12,1.11630510208983
1975,13,1.162665576837
1975,14,1.17072326502142
1975,15,1.19612196002792
1976,0,0.0289659525075728
1976,1,0.143837110647352
1976,2,0.393968376494076
1976,3,0.592120693268163
1976,4,0.714015166320978
1976,5,0.81697843116673
1976,6,0.863423848037679
1976,7,0.904520864621237
1976,8,1.00784362484906
1976,9,1.11139198736092
1976,10,1.16202445773409
1976,11,1.23309843917702
1976,12,1.33979253073274
1976,13,1.39543450322862
1976,14,1.40510536330464
1976,15,1.43558894865811
1977,0,0.0269093379743248
1977,1,0.133624517358718
1977,2,0.365996187817525
1977,3,0.550079471841255
1977,4,0.663319303043867
1977,5,0.758972062674329
1977,6,0.802119803789076
1977,7,0.840298886927953
1977,8,0.936285617372384
1977,9,1.0324819320902
1977,10,1.07951944129657
1977,11,1.145547091771
1977,12,1.24466578530562
1977,13,1.29635711646617
1977,14,1.3053413348246
1977,15,1.33366055204113
1978,0,0.0236560982421296
1978,1,0.117469805954016
1978,2,0.321748598331079
1978,3,0.483576892128354
1978,4,0.583126445313465
1978,5,0.667215139026704
1978,6,0.705146477349122
1978,7,0.738709850122896
1978,8,0.823092138810221
1978,9,0.907658673805124
1978,10,0.949009521600517
1978,11,1.00705467261131
1978,12,1.09419028160041
1978,13,1.13963232143681
1978,14,1.14753038092525
1978,15,1.17242590920818
1979,0,0.0244509839160658
1979,1,0.1214169939018
1979,2,0.332559905792043
1979,3,0.499825909183706
1979,4,0.60272049893671
1979,5,0.689634717691674
1979,6,0.728840614359138
1979,7,0.763531774307017
1979,8,0.850749453333229
1979,9,0.938157569660516
1979,10,0.980897877213019
1979,11,1.0408934453428
1979,12,1.13095696097848
1979,13,1.17792593167603
1979,14,1.18608937957616
1979,15,1.21182144051864
1980,0,0.0201179469084112
1980,1,0.0999003003511163
1980,2,0.273625901990575
1980,3,0.411250162321651
1980,4,0.49591047296271
1980,5,0.567422345225221
1980,6,0.599680439638119
1980,7,0.628223868255077
1980,8,0.699985423624278
1980,9,0.771903668291772
1980,10,0.807069829340426
1980,11,0.856433391089849
1980,12,0.930536463267364
1980,13,0.969181912549886
1980,14,0.975898689756406
1980,15,0.997070689936923
1981,0,0.0191538699889009
1981,1,0.0951129542934336
1981,2,0.260513410050406
1981,3,0.39154254546372
1981,4,0.472145829219323
1981,5,0.540230764039703
1981,6,0.570943010636596
1981,7,0.598118602820812
1981,8,0.66644125562433
1981,9,0.734913088981004
1981,10,0.768394044060623
1981,11,0.815392042824712
1981,12,0.885944004052568
1981,13,0.922737515566936
1981,14,0.929132416495138
1981,15,0.949289828218551
1982,0,0.0170108566759432
1982,1,0.08447132795872
1982,2,0.231366104244031
1982,3,0.347735164083126
1982,4,0.419320222787788
1982,5,0.47978753663567
1982,6,0.507063571471383
1982,7,0.531198647254891
1982,8,0.591877082225701
1982,9,0.652688006819237
1982,10,0.682422975708716
1982,11,0.724162646151052
1982,12,0.786820965401898
1982,13,0.819497868363977
1982,14,0.82517728162143
1982,15,0.84307939967818
1983,0,0.0166913047871878
1983,1,0.0828845194334882
1983,2,0.227019851905682
1983,3,0.341202898801826
1983,4,0.411443219780958
1983,5,0.470774644665918
1983,6,0.497538294463325
1983,7,0.521219988668304
1983,8,0.580758568729334
1983,9,0.640427149572581
1983,10,0.669603541921693
1983,11,0.710559125425907
1983,12,0.772040397297878
1983,13,0.804103458978525
1983,14,0.809676183474323
1983,15,0.827242007142923
1984,0,0.0173150408202395
1984,1,0.0859818244082632
1984,2,0.235503338586743
1984,3,0.353953282626089
1984,4,0.42681840853967
1984,5,0.488366984693802
1984,6,0.516130763179018
1984,7,0.540697416719872
1984,8,0.602460889215273
1984,9,0.66435922048172
1984,10,0.694625903102002
1984,11,0.737111952529159
1984,12,0.80089071313034
1984,13,0.834151936797433
1984,14,0.839932907989018
1984,15,0.858155147516775
1985,0,0.0185490100711956
1985,1,0.0921093830182829
1985,2,0.252286659014948
1985,3,0.379178026337061
1985,4,0.457235939595347
1985,5,0.523170820766188
1985,6,0.552913205556569
1985,7,0.579230619917627
1985,8,0.645395712177187
1985,9,0.711705274018327
1985,10,0.744128934266881
1985,11,0.78964278357808
1985,12,0.857966784947851
1985,13,0.893598394436177
1985,14,0.899791350835601
1985,15,0.91931221180435
1986,0,0.0177024493677561
1986,1,0.0879055908060816
1986,2,0.240772515095443
1986,3,0.361872670661872
1986,4,0.436368088579258
1986,5,0.499293759060636
1986,6,0.527678727250698
1986,7,0.552795037686065
1986,8,0.615940412622091
1986,9,0.679223663673515
1986,10,0.710167536239452
1986,11,0.753604173012557
1986,12,0.818809926322761
1986,13,0.852815340112376
1986,14,0.858725655362448
1986,15,0.877355601197181
1987,0,0.0168562183354498
1987,1,0.0837034356518452
1987,2,0.229262855060978
1987,3,0.344574054109103
1987,4,0.4155083640071
1987,5,0.475425995658157
1987,6,0.502454075858628
1987,7,0.526369750107108
1987,8,0.586496583670277
1987,9,0.646754702450317
1987,10,0.676219363598611
1987,11,0.717579596750228
1987,12,0.779668316321784
1987,13,0.812048167692471
1987,14,0.817675951860464
1987,15,0.835415329504998
1988,0,0.0182714093288332
1988,1,0.0907308925755971
1988,2,0.248510987776328
1988,3,0.373503324496117
