ship,survey_num,haul_num,species_name,sex,length_cm,weight_kg,specimen_number,age,visual_maturity,subsample_type,age_structure,maturity_table
NOAA Bell M Shimada,202106,47,Pacific hake - Merluccius productus,Female,49,0.738,100635366,11,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,47,Pacific hake - Merluccius productus,Female,52,0.844,100635360,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Male,42,0.48,100635376,6,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Male,42,0.518,100635381,4,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Male,43,0.572,100635378,11,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Male,43,0.63,100635377,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Male,45,0.532,100635504,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Male,45,0.612,100635508,7,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Male,45,0.614,100635521,8,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Male,46,0.516,100635517,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Male,46,0.57,100635375,11,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Male,46,0.6,100635387,7,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Male,46,0.604,100635500,11,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Male,46,0.632,100635511,11,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Male,46,0.656,100635520,9,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Male,47,0.576,100635386,7,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Male,47,0.614,100635499,11,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Male,47,0.638,100635392,12,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Male,47,0.662,100635516,7,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Male,47,0.69,100635496,6,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Male,47,0.7,100635384,7,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Male,47,0.724,100635374,11,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Male,48,0.72,100635510,11,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Male,49,0.712,100635502,16,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Male,49,0.778,100635503,11,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,42,0.54,100635509,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,43,0.486,100635388,8,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,45,0.484,100635389,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,45,0.562,100635513,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,45,0.598,100635498,7,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,45,0.61,100635391,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,46,0.57,100635380,7,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,46,0.612,100635383,7,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,46,0.67,100635519,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,47,0.636,100635515,7,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,47,0.666,100635497,12,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,47,0.686,100635390,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,47,0.698,100635385,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,47,0.72,100635379,10,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,47,0.742,100635522,7,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,48,0.668,100635518,7,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,49,0.642,100635523,12,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,49,0.754,100635514,7,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,50,0.72,100635505,11,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,50,0.75,100635506,11,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,50,0.844,100635512,11,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,51,0.772,100635501,14,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,51,0.832,100635507,18,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,48,Pacific hake - Merluccius productus,Female,51,0.898,100635382,7,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,23,0.078,100635403,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,25,0.096,100635406,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,25,0.098,100635541,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,26,0.108,100635547,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,27,0.112,100635544,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,27,0.118,100635562,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,27,0.126,100635398,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,28,0.122,100635395,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,28,0.136,100635556,1,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,28,0.144,100635536,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,29,0.142,100635404,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,29,0.154,100635401,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,30,0.164,100635542,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,37,0.364,100635549,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,43,0.472,100635405,9,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,44,0.534,100635532,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,44,0.578,100635548,4,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,45,0.484,100635529,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,45,0.528,100635526,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,45,0.612,100635525,7,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,45,0.676,100635397,11,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,46,0.612,100635550,7,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,46,0.644,100635530,13,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,46,0.664,100635558,10,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,47,0.648,100635533,12,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,47,0.698,100635565,11,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,48,0.664,100635539,11,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,50,0.746,100635528,11,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Male,50,0.862,100635559,17,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,24,0.084,100635567,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,24,0.09,100635546,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,25,0.096,100635534,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,26,0.09,100635563,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,26,0.094,100635545,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,27,0.128,100635535,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,27,0.132,100635557,1,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,28,0.13,100635402,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,28,0.136,100635393,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,29,0.178,100635407,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,30,0.164,100635555,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,30,0.17,100635543,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,30,0.214,100635561,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,31,0.2,100635554,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,35,0.25,100635524,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,43,0.504,100635553,3,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,43,0.57,100635399,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,44,0.544,100635396,4,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,45,0.584,100635540,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,45,0.638,100635408,7,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,46,0.696,100635531,4,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,47,0.628,100635537,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,47,0.646,100635394,3,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,48,0.714,100635566,8,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,49,0.71,100635560,10,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,49,0.718,100635552,11,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,49,0.742,100635538,7,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,50,0.666,100635551,11,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,50,0.758,100635564,7,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,50,0.83,100635527,11,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,50,Pacific hake - Merluccius productus,Female,61,1.974,100635400,12,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,42,0.526,100635574,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,42,0.542,100635582,3,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,42,0.584,100635572,8,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,43,0.574,100635581,7,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,43,0.584,100635592,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,44,0.55,100635589,7,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,44,0.576,100635586,7,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,44,0.608,100635583,7,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,44,0.612,100635580,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,44,0.662,100635585,7,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,45,0.602,100635573,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,45,0.602,100635590,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,45,0.656,100635576,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,45,0.664,100635571,7,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,46,0.592,100635584,7,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,46,0.598,100635588,7,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,46,0.654,100635577,4,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,46,0.672,100635578,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,47,0.598,100635575,4,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,47,0.606,100635579,7,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,47,0.668,100635591,11,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,47,0.742,100635587,11,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,48,0.67,100636153,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Male,49,0.616,100636154,11,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Female,42,0.566,100635570,4,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Female,43,0.578,100636148,3,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Female,43,0.62,100636150,4,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Female,44,0.574,100636144,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,202106,52,Pacific hake - Merluccius productus,Female,45,0.654,100636149,4,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
