ship,survey_num,haul_num,species_name,sex,length_cm,weight_kg,specimen_number,age,visual_maturity,subsample_type,age_structure,maturity_table
NOAA Bell M Shimada,201906,31,Pacific hake - Merluccius productus,Male,42,0.482,100627552,3,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,31,Pacific hake - Merluccius productus,Male,45,0.578,100627553,9,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,31,Pacific hake - Merluccius productus,Male,48,0.592,100627554,7,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,31,Pacific hake - Merluccius productus,Male,48,0.668,100627555,9,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,31,Pacific hake - Merluccius productus,Male,41,0.424,100627556,3,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,31,Pacific hake - Merluccius productus,Male,41,0.468,100627557,3,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,31,Pacific hake - Merluccius productus,Male,41,0.456,100627558,3,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,31,Pacific hake - Merluccius productus,Male,41,0.44,100627559,4,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,31,Pacific hake - Merluccius productus,Male,41,0.476,100627560,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,19,Pacific hake - Merluccius productus,Female,34,0.26,100627601,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,19,Pacific hake - Merluccius productus,Male,32,0.175,100627602,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,19,Pacific hake - Merluccius productus,Female,29,0.155,100627603,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,19,Pacific hake - Merluccius productus,Male,30,0.165,100627604,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,19,Pacific hake - Merluccius productus,Female,34,0.24,100627605,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,19,Pacific hake - Merluccius productus,Female,30,0.16,100627606,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,19,Pacific hake - Merluccius productus,Male,32,0.18,100627607,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,19,Pacific hake - Merluccius productus,Male,30,0.17,100627608,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,19,Pacific hake - Merluccius productus,Female,33,0.23,100627609,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,19,Pacific hake - Merluccius productus,Female,33,0.195,100627610,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,19,Pacific hake - Merluccius productus,Male,32,0.195,100627611,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,19,Pacific hake - Merluccius productus,Male,32,0.19,100627612,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,19,Pacific hake - Merluccius productus,Female,30,0.17,100627613,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,19,Pacific hake - Merluccius productus,Female,33,0.195,100627614,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,19,Pacific hake - Merluccius productus,Male,32,0.2,100627615,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,19,Pacific hake - Merluccius productus,Female,31,0.18,100627616,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,19,Pacific hake - Merluccius productus,Female,32,0.2,100627617,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,19,Pacific hake - Merluccius productus,Male,31,0.19,100627618,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,19,Pacific hake - Merluccius productus,Female,34,0.2,100627619,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,19,Pacific hake - Merluccius productus,Male,34,0.2,100627620,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Female,48,0.632,100627621,11,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Female,47,0.614,100627622,6,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Female,41,0.39,100627623,6,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Female,43,0.504,100627624,5,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Female,45,0.512,100627625,9,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Female,44,0.524,100627626,3,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Male,43,0.44,100627627,9,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Male,44,0.508,100627628,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Male,44,0.524,100627629,10,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Male,44,0.502,100627630,8,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Male,39,0.35,100627631,3,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Male,43,0.47,100627632,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Male,47,0.598,100627633,9,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Male,44,0.434,100627634,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Male,48,0.592,100627635,9,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Male,40,0.392,100627636,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Male,42,0.388,100627637,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Male,43,0.46,100627638,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Male,42,0.37,100627639,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Male,44,0.442,100627640,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Male,46,0.524,100627641,8,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Male,43,0.448,100627642,3,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Male,45,0.542,100627643,9,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Male,42,0.432,100627644,3,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,22,Pacific hake - Merluccius productus,Male,44,0.502,100627645,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,24,Pacific hake - Merluccius productus,Male,42,0.394,100627646,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,24,Pacific hake - Merluccius productus,Male,42,0.394,100627647,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,24,Pacific hake - Merluccius productus,Female,42,0.4,100627648,7,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,24,Pacific hake - Merluccius productus,Male,40,0.39,100627649,4,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,24,Pacific hake - Merluccius productus,Female,37,0.368,100627650,3,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,24,Pacific hake - Merluccius productus,Male,43,0.416,100627651,9,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,24,Pacific hake - Merluccius productus,Female,35,0.235,100627652,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,24,Pacific hake - Merluccius productus,Male,38,0.33,100627653,3,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,24,Pacific hake - Merluccius productus,Male,37,0.275,100627654,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,24,Pacific hake - Merluccius productus,Female,37,0.325,100627655,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,24,Pacific hake - Merluccius productus,Male,40,0.37,100627656,3,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,24,Pacific hake - Merluccius productus,Male,38,0.385,100627657,3,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,24,Pacific hake - Merluccius productus,Male,34,0.24,100627658,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,24,Pacific hake - Merluccius productus,Male,34,0.26,100627659,4,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,24,Pacific hake - Merluccius productus,Male,40,0.385,100627660,3,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,24,Pacific hake - Merluccius productus,Male,35,0.265,100627661,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,24,Pacific hake - Merluccius productus,Male,38,0.34,100627662,3,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,8,Pacific hake - Merluccius productus,Male,24,0.074,100630641,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,8,Pacific hake - Merluccius productus,Male,24,0.07,100630642,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,8,Pacific hake - Merluccius productus,Male,25,0.074,100630643,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,8,Pacific hake - Merluccius productus,Male,24,0.076,100630644,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,8,Pacific hake - Merluccius productus,Male,24,0.07,100630645,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,8,Pacific hake - Merluccius productus,Female,25,0.09,100630646,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,8,Pacific hake - Merluccius productus,Male,25,0.09,100630647,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,8,Pacific hake - Merluccius productus,Female,23,0.072,100630648,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,8,Pacific hake - Merluccius productus,Female,22,0.062,100630649,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,8,Pacific hake - Merluccius productus,Male,21,0.056,100630650,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,8,Pacific hake - Merluccius productus,Female,23,0.074,100630651,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,8,Pacific hake - Merluccius productus,Male,23,0.068,100630652,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,8,Pacific hake - Merluccius productus,Male,24,0.088,100630653,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,8,Pacific hake - Merluccius productus,Male,26,0.092,100630654,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,8,Pacific hake - Merluccius productus,Female,23,0.062,100630655,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,8,Pacific hake - Merluccius productus,Male,21,0.054,100630656,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,8,Pacific hake - Merluccius productus,Male,24,0.066,100630657,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,8,Pacific hake - Merluccius productus,Female,25,0.078,100630658,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,8,Pacific hake - Merluccius productus,Female,24,0.074,100630659,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,8,Pacific hake - Merluccius productus,Male,24,0.078,100630660,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,8,Pacific hake - Merluccius productus,Male,24,0.068,100630661,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Female,30,0.16,100630662,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Female,22,0.06,100630663,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Female,24,0.08,100630664,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Male,24,0.08,100630665,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Male,22,0.06,100630666,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Female,25,0.08,100630667,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Male,21,0.04,100630668,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Male,21,0.04,100630669,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Male,25,0.1,100630670,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Female,22,0.06,100630671,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Female,23,0.08,100630672,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Female,23,0.06,100630673,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Female,23,0.08,100630674,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Female,23,0.08,100630675,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Male,22,0.06,100630676,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Female,20,0.04,100630677,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Female,25,0.08,100630678,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Male,22,0.06,100630679,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Female,21,0.04,100630680,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Female,21,0.04,100630681,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Unsexed,22,0.06,100630682,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Male,24,0.08,100630683,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Male,21,0.06,100630684,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Male,22,0.06,100630685,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,9,Pacific hake - Merluccius productus,Female,23,0.06,100630686,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Male,25,0.088,100630687,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Male,24,0.068,100630688,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Female,23,0.068,100630689,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Male,30,0.164,100630690,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Female,33,0.194,100630691,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Male,24,0.08,100630692,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Male,24,0.068,100630693,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Male,23,0.074,100630694,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Female,24,0.086,100630695,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Female,22,0.06,100630696,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Male,23,0.07,100630697,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Male,30,0.148,100630698,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Female,23,0.07,100630699,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Female,24,0.088,100630700,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Female,23,0.058,100630701,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Male,31,0.174,100630702,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Male,23,0.068,100630703,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Female,24,0.082,100630704,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Female,31,0.156,100630705,3,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Male,30,0.16,100630706,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Male,31,0.176,100630707,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Male,24,0.076,100630708,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
