"catch_year","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15"
1975,0.0187120008854952,0.0938556584806355,0.235874817369168,0.330627628414717,0.487001091236781,0.398856435302092,0.426269835202411,0.455916804151618,0.668186232331739,0.638206247443409,0.587483279393038,0.875806241275384,0.642963220342824,0.848983016473158,0.825769719377633,1.05963818426393
1976,0.0166482460620206,0.0868539275812533,0.244187567240701,0.335475139068864,0.368077394592456,0.511067643451976,0.392941218405577,0.415978837333192,0.460925243767683,0.660996560910489,0.609275646955848,0.572934382591427,0.854839791336403,0.599161012113834,0.805365165676587,0.844295373676585
1977,0.018448146409136,0.085747148243167,0.250746289807418,0.385375657850737,0.4144215321909,0.428617169483496,0.55869056359146,0.425496693279364,0.466657335844066,0.505957615608006,0.70021907022127,0.659333528239027,0.620531090330751,0.883942694921343,0.630694945823307,0.913713967017409
1978,0.0189094550816392,0.0888564320699535,0.231499295422665,0.370066848318107,0.445195929048454,0.451292030997286,0.438174852356062,0.565750404123792,0.446383347588943,0.479034370955208,0.501226248897809,0.708614787007213,0.667803599928897,0.600050583004983,0.87013141967468,0.669147266135195
1979,0.0153015788374882,0.0817502551621868,0.215324192845439,0.306668598447247,0.383725849114797,0.435151521224859,0.414104088887305,0.398267579625739,0.532734272587372,0.4112922554034,0.425951658712452,0.455285744121873,0.644210463751753,0.579624909611857,0.530179060121028,0.828631000877565
1980,0.0225150226133975,0.10569551030492,0.316521537616182,0.455745779371508,0.508066283860516,0.599267285873955,0.637973372674791,0.601377557972717,0.599198768180755,0.784265980905605,0.584324858979812,0.618188258003248,0.66132023064222,0.893380055342807,0.81826117032472,0.806694488560559
1981,0.0217423031252419,0.102807792327145,0.270522903458005,0.442859988459352,0.499122413317777,0.524509356530183,0.580785769872299,0.612454177602268,0.598103748735108,0.583118743941152,0.736547158211963,0.560593620212256,0.593583552260202,0.606252631391202,0.833709027856242,0.82302269614521
1982,0.0180503536475393,0.0979244711818222,0.259540762501233,0.37333547592543,0.478390893933333,0.50824367170286,0.501395785892829,0.549944747347728,0.600806954982039,0.57410939926041,0.540164732758583,0.696989746444456,0.530934932753613,0.536729825725575,0.558038202499556,0.827115988829503
1983,0.0167847675074401,0.087075641808758,0.264786633625449,0.383641938746202,0.431957481874763,0.521762775967648,0.520384916455977,0.508521186111857,0.577837454707915,0.617701085520405,0.569625157399589,0.547491444671208,0.707041359279452,0.514209921489293,0.529165235077532,0.592981471425229
1984,0.0211014093172442,0.0954686584399665,0.277610589387355,0.461478082819941,0.523362182742207,0.555476523958128,0.629883646179121,0.622282506497136,0.629984990517525,0.700460456124822,0.722615694271161,0.68072984801196,0.654832593476168,0.807380937060309,0.597737561461005,0.662983953706917
1985,0.0204164400838876,0.11027614345776,0.279656412318149,0.44454493640949,0.578431531019906,0.618374631487008,0.616137394890005,0.692066525481747,0.70832629065043,0.701669750754295,0.752899945724817,0.793446483553375,0.748087438480072,0.687050370061519,0.862329423360485,0.688092586117731
1986,0.0197509805537325,0.102220101022317,0.309479375089909,0.429032903933199,0.533829692600639,0.654768027932594,0.657127591715073,0.648561639763623,0.754709457206716,0.755826462316608,0.722557772435534,0.79201552634214,0.835374834306643,0.751963623467567,0.703022898750964,0.951033281428157
1987,0.0225611075997248,0.108124467899562,0.313664581696418,0.519130523335519,0.563321976054487,0.660719716682904,0.760789548358355,0.756314501269923,0.773325340217125,0.88053689528271,0.85102231921119,0.831089970109755,0.911751482548631,0.918131509159369,0.841311372578083,0.847756280867577
1988,0.020886679940719,0.101191147871846,0.271831601065574,0.431079250695041,0.558456617809792,0.571239221119615,0.628986209284095,0.717404416617006,0.738856663636291,0.739225246826298,0.81229391334882,0.801979372515102,0.783858383696087,0.821006822452785,0.841611388365939,0.831199146174571
1989,0.0227352629239743,0.112888630561101,0.306561187373835,0.450184219826616,0.558815808457153,0.682416396757742,0.655300594888673,0.714725569066058,0.84454053754708,0.851085970221609,0.821752661242771,0.922431518953899,0.911489041931679,0.850563188205571,0.906884887450335,1.00197900042231
1990,0.0220829181427851,0.108128789367207,0.300943812487419,0.446753600059265,0.513525954630682,0.600882092952192,0.688862532383677,0.65523837488283,0.74038283258264,0.856040484108847,0.832526998449884,0.821150234109612,0.922535218395858,0.870324068022426,0.826746848744406,0.950079062877546
1991,0.0221093004617566,0.118192099139473,0.324389791202438,0.493545201285033,0.573496557750746,0.621403364881399,0.682594832310092,0.775143215119352,0.763848041283935,0.844541057116425,0.942344765912474,0.936203912988335,0.924191703090448,0.991295467074372,0.952001390918154,0.974699525834754
1992,0.0198929103098189,0.114522897065347,0.343162342895438,0.514865787257588,0.613161713204584,0.671625780411442,0.683176117217757,0.74335749196752,0.87453044963449,0.843250752465519,0.899749526861517,1.02557467717298,1.01975357604604,0.961097774610734,1.04940964192171,1.08622834174643
1993,0.0194984271403538,0.113857701871379,0.367409404896829,0.601829185879172,0.706787555814973,0.793447756989017,0.815892983589318,0.822080160813514,0.926696394691592,1.06677165748266,0.99266877684539,1.08199650596107,1.23435147130006,1.17178385074766,1.12423283815321,1.32304727455937
1994,0.01875721405177,0.0971227507181791,0.317890582366013,0.560765381576024,0.718994238870512,0.795956817904556,0.838844539528904,0.854421159780575,0.891889853052022,0.983764873483596,1.09288986382801,1.03888122638437,1.13332563761535,1.23437868943093,1.19287107612333,1.23351343454631
1995,0.0168479161531224,0.0860239064942311,0.249669593705332,0.446722698448522,0.616826171869336,0.745513402498337,0.774786570451721,0.808815957052824,0.85349009001799,0.871755093023522,0.927952344001051,1.05309455329408,1.00189955888266,1.04350304774358,1.15697466080546,1.20506523520507
1996,0.0198672475584706,0.0933972360015273,0.267301161803504,0.424094868636386,0.593959212416187,0.773089620675881,0.877172560736573,0.902999102248081,0.976592092968426,1.00836731077667,0.993953025762059,1.08082068269918,1.22761633575934,1.11506503807179,1.18224138799899,1.41279094295183
1997,0.0160482266373651,0.0838832141616461,0.221037132451692,0.345818113882575,0.429468335131563,0.566987130002387,0.692801713611302,0.778645539743487,0.830424855520529,0.878785752753283,0.875668350740465,0.881745723500323,0.959618180574682,1.04061049305712,0.962192936835654,1.09953673100271
1998,0.0173892777677707,0.0803926268349677,0.23553642978797,0.339284437882304,0.41549679645364,0.486406688098146,0.602842861418672,0.729651578791589,0.849580688770503,0.886588215157713,0.905431737127051,0.921656236444094,0.928838040281131,0.965107787992838,1.06537371399155,1.06173848193446
1999,0.0162352094671802,0.0791522632651363,0.205112376495386,0.32851061886705,0.370404713187386,0.427591133454958,0.469919082955322,0.576903691693794,0.723390799293669,0.824173922550695,0.830017563597705,0.865919756223886,0.88218205609443,0.848808985868875,0.89780541158853,1.06819365314173
2000,0.0159771859454215,0.0821294272699866,0.224438878426203,0.317937896295781,0.398585120114234,0.423639669795773,0.459104278538104,0.499782888127243,0.635652672905498,0.779913293308848,0.857518113353101,0.882202578163127,0.921140775325864,0.89595727481422,0.877557278034883,1.00043606659655
2001,0.0171417570713419,0.0841257393141464,0.242393658049317,0.362106420911254,0.401514905142431,0.474492011015669,0.473442211193476,0.50822654776808,0.573172899560135,0.713314292356489,0.84461436293063,0.948663189005027,0.976797159153101,0.973739513920419,0.964140908249192,1.0178184051123
2002,0.0215633967678926,0.0960848086295501,0.26431520164634,0.416322782987354,0.486817734052681,0.508838875248953,0.564507932544771,0.557935213506569,0.620486592950476,0.684727051058798,0.8223635538261,0.9947134679653,1.11819849477588,1.09923858286515,1.11549285557036,1.1904362054892
2003,0.0200854043536395,0.0969286074475315,0.242093641551755,0.364054557890282,0.448844335494817,0.494743854812791,0.485463781340188,0.533485047038268,0.546253500605892,0.594428529839377,0.633046803678875,0.776674052494023,0.940243323846927,1.00911784208828,1.00983720865432,1.10450532917208
2004,0.0224561344719112,0.106310284074025,0.287567980163032,0.392633737644292,0.462159562488154,0.537117950459696,0.555797845548101,0.540217857881615,0.615024776722365,0.616199549616487,0.647109655814597,0.703996762573705,0.864452145664096,0.999132624390874,1.09159412643093,1.17736817222888
2005,0.0162154975633829,0.109362609590085,0.290203734815521,0.429125105543415,0.458619218601936,0.50886786555261,0.555194662416644,0.569073190575659,0.573031455459696,0.638350084934546,0.617218274924073,0.662143144429266,0.720961356839705,0.845206840668477,0.994446927780227,1.17101181749188
2006,0.0201297294427142,0.0823520011378399,0.311319695215408,0.451602572059448,0.522707308160413,0.526593320809894,0.548517711195144,0.592797771810628,0.629488303976366,0.6202328779423,0.666785786289586,0.658601622486917,0.707136452468104,0.735095979219482,0.8772663817264,1.11247871713079
2007,0.0212783969559512,0.0862266727455493,0.197729606290626,0.40862018759306,0.46397103440873,0.506222543140058,0.478763229437074,0.49398271000985,0.553077402408537,0.574676978567459,0.546439405142934,0.600109036171188,0.593244810260815,0.608128137400574,0.643535254401652,0.827754214212148
2008,0.0321878264365038,0.11678495318792,0.265267147230495,0.332528763820133,0.537896321874797,0.575728954657358,0.589700120820783,0.552441346319189,0.590521064890113,0.646943483904124,0.648717060589877,0.63012997107837,0.69260498271439,0.653687400756626,0.682130845502887,0.77801245803537
2009,0.0282687923797673,0.163903683851971,0.333332614823759,0.413894888071706,0.406122501977065,0.619262607578833,0.622238510991191,0.631314382414168,0.612715547146543,0.640862562809686,0.677558725212497,0.694052824164392,0.674737210642658,0.70806129949207,0.680286392700516,0.76512250375252
2010,0.0288977719837655,0.143476534984489,0.466290097547951,0.51839519152748,0.503842104654491,0.466025729857504,0.667098911095953,0.663969167811051,0.697902844504144,0.662773244330139,0.668993751111473,0.722538025737526,0.740753326180817,0.687537621350568,0.734461587828106,0.760556760263322
2011,0.0240946106340308,0.131166127480847,0.365032952158873,0.648519532728093,0.564350705838083,0.517048178911443,0.448961378752266,0.636597562282302,0.65641864913989,0.675125868869904,0.618736647836153,0.637998327415345,0.689644863270304,0.675023868120657,0.637791034306545,0.73433232685284
2012,0.0283104000126688,0.157926349041846,0.481892574001573,0.733122055888598,1.01950301694317,0.836301689386443,0.719295671307649,0.618672865574296,0.908814642378045,0.916955031639379,0.910129030804234,0.852080575938289,0.879349830040209,0.907503630101573,0.904228972104143,0.920829694932004
2013,0.0269236314713186,0.143094953670781,0.447431712534365,0.74634233720067,0.888761778383314,1.16505397654918,0.897187135434069,0.764369170238555,0.681106527928506,0.979007620221922,0.953256742886988,0.966543539579306,0.905662610736535,0.892335516204157,0.937456855509831,1.00675304958455
2014,0.0226400985021592,0.113862867557337,0.339208442116891,0.579808761536366,0.757037388984267,0.849792840108721,1.04577023642041,0.797717133743733,0.704088584681602,0.613897643689785,0.85156555684551,0.847029445136741,0.859562307260921,0.768958851946678,0.771260810403717,0.873305091698428
2015,0.0218738979915871,0.114293756099999,0.322196014989428,0.524711252094326,0.702036574400963,0.864053713908961,0.910539964234845,1.10993583568023,0.877139714138357,0.75753715855602,0.637417078105375,0.903238462675314,0.899187295560041,0.871183695014274,0.793362922331704,0.857653138034396
2016,0.0215431792469153,0.118109424481452,0.345919249873561,0.533074695202124,0.679531384456023,0.857032572135912,0.990240906932876,1.03365303852649,1.30536482453799,1.00939137583856,0.841290232748506,0.723139705950168,1.02557695764907,0.974757791568684,0.961374758571194,0.943618602544053
2017,0.0217669269630789,0.114390805980403,0.351527845653914,0.562814901118211,0.678891175542659,0.815774382723066,0.965873840651512,1.10545123924523,1.19545097922827,1.47722168649938,1.10236254874776,0.938571395289909,0.807441364712102,1.09329600713704,1.05779776777811,1.12445029714383
2018,0.0235792486178383,0.125059704078762,0.368387809997114,0.618855907549689,0.775562202472416,0.881860030270311,0.994791557763505,1.16669700601994,1.3833610038255,1.46380926894631,1.74561910647138,1.33071443883236,1.1339529932928,0.931364013066022,1.2837564673753,1.338718133414
